content,length,word_count,type
PRM/KA/RERA/1251/309/PR/130924/007015,37,1,visible_text
Archway Realty LLP,18,3,visible_text
Century Liva,12,2,visible_text
3651,4,1,visible_text
ACK/KA/RERA/1251/310/PR/260624/008274,37,1,visible_text
PRM/KA/RERA/1251/310/PR/261124/007247,37,1,visible_text
VAARAHI CONSTRUCTIONS,21,2,visible_text
VAARAHI VIVAREA,15,2,visible_text
26/11/2024,10,1,visible_text
3652,4,1,visible_text
ACK/KA/RERA/1251/446/PR/150624/008236,37,1,visible_text
PRM/KA/RERA/1251/446/PR/091024/007139,37,1,visible_text
ADARSH LUMINA,13,2,visible_text
3653,4,1,visible_text
ACK/KA/RERA/1251/446/PR/110724/008323,37,1,visible_text
PRM/KA/RERA/1251/446/PR/221024/007164,37,1,visible_text
Navanaami Projects Private Limited,34,4,visible_text
Courtyard Of Life,17,3,visible_text
15/06/2029,10,1,visible_text
15-06-2029,10,1,visible_text
3654,4,1,visible_text
ACK/KA/RERA/1251/308/PR/110624/008225,37,1,visible_text
PRM/KA/RERA/1251/308/PR/160724/006942,37,1,visible_text
URBAN RAYS LLP,14,3,visible_text
SERENE HEIGHTS 1,16,3,visible_text
16/07/2024,10,1,visible_text
3655,4,1,visible_text
ACK/KA/RERA/1251/309/PR/110624/008223,37,1,visible_text
PRM/KA/RERA/1251/309/PR/051024/007131,37,1,visible_text
SLV Developers Pvt Ltd,22,4,visible_text
SLV GOLDEN TOWERS,17,3,visible_text
01/04/2029,10,1,visible_text
01-04-2029,10,1,visible_text
3656,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200624/008258,37,1,visible_text
PRM/KA/RERA/1251/308/PR/180924/007042,37,1,visible_text
VAISHNO LUXURIA,15,2,visible_text
25/10/2027,10,1,visible_text
25-10-2027,10,1,visible_text
3657,4,1,visible_text
ACK/KA/RERA/1251/446/PR/180624/008247,37,1,visible_text
PRM/KA/RERA/1251/446/PR/150724/006941,37,1,visible_text
Happiness Harmony Property Developers Private Limited,53,6,visible_text
ISLE OF TREES,13,3,visible_text
29/05/2028,10,1,visible_text
29-05-2028,10,1,visible_text
3658,4,1,visible_text
ACK/KA/RERA/1251/310/PR/140624/008234,37,1,visible_text
PRM/KA/RERA/1251/310/PR/020824/006955,37,1,visible_text
Assetz Canvas & Cove 2.0 - Block A,34,8,visible_text
3659,4,1,visible_text
ACK/KA/RERA/1251/309/PR/110624/008227,37,1,visible_text
PRM/KA/RERA/1251/309/PR/241024/007168,37,1,visible_text
GOVINDARAJU VENKATARAMANAIAH GIRISHA,36,3,visible_text
GM ENCLAVE,10,2,visible_text
24/10/2024,10,1,visible_text
3660,4,1,visible_text
ACK/KA/RERA/1251/309/PR/170624/008246,37,1,visible_text
PRM/KA/RERA/1251/309/PR/050924/006999,37,1,visible_text
STATURE HOMES BUILDERS AND DEVELOPERS,37,5,visible_text
VSS ENCLAVE,11,2,visible_text
3661,4,1,visible_text
ACK/KA/RERA/1251/308/PR/020724/008298,37,1,visible_text
PRM/KA/RERA/1251/308/PR/260924/007083,37,1,visible_text
RAAGA BY BHAVISHA HOMES,23,4,visible_text
26/09/2024,10,1,visible_text
3662,4,1,visible_text
ACK/KA/RERA/1251/446/PR/080724/008317,37,1,visible_text
PRM/KA/RERA/1251/446/PR/040924/006987,37,1,visible_text
Elysium at Brigade Cornerstone Utopia,37,5,visible_text
3663,4,1,visible_text
ACK/KA/RERA/1251/310/PR/140724/008330,37,1,visible_text
PRM/KA/RERA/1251/310/PR/151124/007230,37,1,visible_text
SUVRITH SHELTER,15,2,visible_text
3664,4,1,visible_text
ACK/KA/RERA/1251/446/PR/120824/008409,37,1,visible_text
PRM/KA/RERA/1251/446/PR/261124/007248,37,1,visible_text
LH REALTY TECH,14,3,visible_text
CASA RESIDENCIA,15,2,visible_text
3665,4,1,visible_text
ACK/KA/RERA/1251/446/PR/240624/008268,37,1,visible_text
PRM/KA/RERA/1251/446/PR/040924/006991,37,1,visible_text
JACOBSON DEVELOPERS,19,2,visible_text
SERENE GARDENS,14,2,visible_text
3666,4,1,visible_text
ACK/KA/RERA/1251/446/PR/150624/008240,37,1,visible_text
PRM/KA/RERA/1251/446/PR/030824/006958,37,1,visible_text
SOBHA Ayana at Dream Acres Wing 60 to 71,40,9,visible_text
3667,4,1,visible_text
ACK/KA/RERA/1251/310/PR/290624/008293,37,1,visible_text
PRM/KA/RERA/1251/310/PR/300724/006953,37,1,visible_text
PROMONT HILLTOP PRIVATE LIMITED,31,4,visible_text
PROMONT PHASE II,16,3,visible_text
3668,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200624/008260,37,1,visible_text
PRM/KA/RERA/1251/310/PR/180724/006944,37,1,visible_text
Provident Equinox 3,19,3,visible_text
18/07/2024,10,1,visible_text
3669,4,1,visible_text
ACK/KA/RERA/1251/310/PR/010724/008297,37,1,visible_text
PRM/KA/RERA/1251/310/PR/060824/006962,37,1,visible_text
RADIANCE PLATINUM,17,2,visible_text
06/08/2024,10,1,visible_text
31/08/2029,10,1,visible_text
31-08-2029,10,1,visible_text
3670,4,1,visible_text
ACK/KA/RERA/1251/308/PR/250624/008270,37,1,visible_text
PRM/KA/RERA/1251/308/PR/160824/006973,37,1,visible_text
DS MAX SKY SANMAN,17,4,visible_text
31/01/2030,10,1,visible_text
31-01-2030,10,1,visible_text
3671,4,1,visible_text
ACK/KA/RERA/1251/446/PR/210624/008262,37,1,visible_text
PRM/KA/RERA/1251/446/PR/050824/006961,37,1,visible_text
M/S VDB Infra and Realty Private Limited,40,7,visible_text
True North by Livingwalls,25,4,visible_text
3672,4,1,visible_text
ACK/KA/RERA/1251/446/PR/270824/008449,37,1,visible_text
PRM/KA/RERA/1251/446/PR/101024/007144,37,1,visible_text
Aryav Windfields,16,2,visible_text
3673,4,1,visible_text
ACK/KA/RERA/1251/310/PR/170724/008337,37,1,visible_text
PRM/KA/RERA/1251/310/PR/051024/007132,37,1,visible_text
AIKYAM VENTURES,15,2,visible_text
AIKYAM EMERALD GROVE,20,3,visible_text
17/04/2024,10,1,visible_text
17-04-2024,10,1,visible_text
3674,4,1,visible_text
ACK/KA/RERA/1251/308/PR/291024/008626,37,1,visible_text
PRM/KA/RERA/1251/308/PR/151124/007231,37,1,visible_text
Icon Developers and Promoters,29,4,visible_text
IVY County,10,2,visible_text
14/09/2028,10,1,visible_text
14-09-2028,10,1,visible_text
3675,4,1,visible_text
ACK/KA/RERA/1251/308/PR/240624/008266,37,1,visible_text
PRM/KA/RERA/1251/308/PR/041024/007116,37,1,visible_text
DR. RAJKUMAR ENCLAVE,20,3,visible_text
01/02/2024,10,1,visible_text
3676,4,1,visible_text
ACK/KA/RERA/1251/446/PR/130724/008328,37,1,visible_text
PRM/KA/RERA/1251/446/PR/281024/007183,37,1,visible_text
URBAN EXCELLENCE LLP,20,3,visible_text
POETRY OF EARTH,15,3,visible_text
3677,4,1,visible_text
ACK/KA/RERA/1251/310/PR/300724/008380,37,1,visible_text
PRM/KA/RERA/1251/310/PR/180924/007043,37,1,visible_text
NAVIN HOUSING & PROPERTIES PVT LTD,34,6,visible_text
NAVIN'S ANTHEIA POETRY,22,3,visible_text
3678,4,1,visible_text
ACK/KA/RERA/1251/310/PR/150724/008333,37,1,visible_text
PRM/KA/RERA/1251/310/PR/311024/007197,37,1,visible_text
KUMARAVANA,10,1,visible_text
3679,4,1,visible_text
ACK/KA/RERA/1251/472/PR/090724/008318,37,1,visible_text
PRM/KA/RERA/1251/472/PR/120824/006968,37,1,visible_text
ARYAN LANDMARKS,15,2,visible_text
ARYAN 1 CELESTE,15,3,visible_text
12/08/2024,10,1,visible_text
3680,4,1,visible_text
ACK/KA/RERA/1251/310/PR/220724/008354,37,1,visible_text
PRM/KA/RERA/1251/310/PR/051024/007133,37,1,visible_text
Essence of Earth,16,3,visible_text
3681,4,1,visible_text
ACK/KA/RERA/1251/310/PR/160824/008421,37,1,visible_text
PRM/KA/RERA/1251/310/PR/211024/007159,37,1,visible_text
V RAJAGOPAL REDDY,17,3,visible_text
NAVAKRUTHI GARDEN BAY,21,3,visible_text
3682,4,1,visible_text
ACK/KA/RERA/1251/310/PR/171024/008595,37,1,visible_text
PRM/KA/RERA/1251/310/PR/111124/007217,37,1,visible_text
Ameliorate Realtors Private Limited,35,4,visible_text
Primus Darpan,13,2,visible_text
3683,4,1,visible_text
ACK/KA/RERA/1251/446/PR/290724/008371,37,1,visible_text
PRM/KA/RERA/1251/446/PR/130924/007016,37,1,visible_text
Sai Purvi Properties,20,3,visible_text
Sai Sapphire,12,2,visible_text
3684,4,1,visible_text
ACK/KA/RERA/1251/446/PR/250724/008363,37,1,visible_text
PRM/KA/RERA/1251/446/PR/301024/007191,37,1,visible_text
JAGADHABI CONSTRUCTIONS LLP,27,3,visible_text
JAGADHABI PREMIER 1,19,3,visible_text
3685,4,1,visible_text
ACK/KA/RERA/1251/310/PR/020824/008384,37,1,visible_text
PRM/KA/RERA/1251/310/PR/250924/007071,37,1,visible_text
SHANKARA VIJAYA CONSTRUCTIONS LLP,33,4,visible_text
SREE LAKSHMI VALLABHA RESIDENCY,31,4,visible_text
20/12/2026,10,1,visible_text
20-12-2026,10,1,visible_text
3686,4,1,visible_text
ACK/KA/RERA/1251/446/PR/080824/008399,37,1,visible_text
PRM/KA/RERA/1251/446/PR/060924/007008,37,1,visible_text
Sattva Songbird,15,2,visible_text
06/05/2029,10,1,visible_text
06-05-2029,10,1,visible_text
3687,4,1,visible_text
ACK/KA/RERA/1251/310/PR/290724/008377,37,1,visible_text
PRM/KA/RERA/1251/310/PR/191124/007241,37,1,visible_text
MOHAN KUMAR S R AND PRABHU B H,30,8,visible_text
MRCL SYLVAN WOOD,16,3,visible_text
3688,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200724/008344,37,1,visible_text
PRM/KA/RERA/1251/310/PR/050924/007001,37,1,visible_text
EVANTHA SRI DURGA PROJECTS,26,4,visible_text
WEAVE,5,1,visible_text
3689,4,1,visible_text
ACK/KA/RERA/1251/446/PR/210924/008536,37,1,visible_text
PRM/KA/RERA/1251/446/PR/301024/007192,37,1,visible_text
SSVR CONSTRUCTIONS,18,2,visible_text
SSVR MERIDIAN,13,2,visible_text
3690,4,1,visible_text
ACK/KA/RERA/1251/310/PR/290724/008372,37,1,visible_text
PRM/KA/RERA/1251/310/PR/120824/006969,37,1,visible_text
V2 VAJRA ELEGANCE,17,3,visible_text
3691,4,1,visible_text
ACK/KA/RERA/1251/309/PR/101024/008580,37,1,visible_text
PRM/KA/RERA/1251/309/PR/141124/007229,37,1,visible_text
VBHC Delhi Value Homes Private Limited,38,6,visible_text
AURORA,6,1,visible_text
3692,4,1,visible_text
ACK/KA/RERA/1251/446/PR/230724/008355,37,1,visible_text
PRM/KA/RERA/1251/446/PR/050924/007002,37,1,visible_text
Nirmaanika Projects,19,2,visible_text
Nirmaanika ARIA,15,2,visible_text
3693,4,1,visible_text
ACK/KA/RERA/1251/446/PR/240724/008360,37,1,visible_text
PRM/KA/RERA/1251/446/PR/130924/007017,37,1,visible_text
ADITHYA VALIOSO,15,2,visible_text
3694,4,1,visible_text
ACK/KA/RERA/1251/446/PR/230824/008439,37,1,visible_text
PRM/KA/RERA/1251/446/PR/300924/007102,37,1,visible_text
AADHAVA DEVELOPERS,18,2,visible_text
ELITE HOMES,11,2,visible_text
3695,4,1,visible_text
ACK/KA/RERA/1251/310/PR/020824/008385,37,1,visible_text
PRM/KA/RERA/1251/310/PR/041024/007117,37,1,visible_text
HEXA BUILDER,12,2,visible_text
HEXA SKYLINE,12,2,visible_text
3696,4,1,visible_text
ACK/KA/RERA/1251/472/PR/280824/008455,37,1,visible_text
PRM/KA/RERA/1251/472/PR/060924/007009,37,1,visible_text
Sattva Lumina,13,2,visible_text
01/11/2029,10,1,visible_text
01-11-2029,10,1,visible_text
3697,4,1,visible_text
ACK/KA/RERA/1251/472/PR/190824/008427,37,1,visible_text
PRM/KA/RERA/1251/472/PR/261124/007250,37,1,visible_text
ECLECTIC HARBOUR CREATORS PRIVATE LIMITED,41,5,visible_text
AURELIUS,8,1,visible_text
08/08/2027,10,1,visible_text
08-08-2027,10,1,visible_text
3698,4,1,visible_text
ACK/KA/RERA/1251/446/PR/160824/008422,37,1,visible_text
PRM/KA/RERA/1251/446/PR/190924/007048,37,1,visible_text
Prestige Pine Forest,20,3,visible_text
3699,4,1,visible_text
ACK/KA/RERA/1251/446/PR/220824/008436,37,1,visible_text
PRM/KA/RERA/1251/446/PR/101024/007145,37,1,visible_text
Melrose,7,1,visible_text
3700,4,1,visible_text
ACK/KA/RERA/1251/472/PR/190824/008429,37,1,visible_text
PRM/KA/RERA/1251/472/PR/111124/007218,37,1,visible_text
ATMOS TROPICALWOODS,19,2,visible_text
02/09/2027,10,1,visible_text
02-09-2027,10,1,visible_text
3701,4,1,visible_text
ACK/KA/RERA/1251/309/PR/170924/008521,37,1,visible_text
PRM/KA/RERA/1251/309/PR/251024/007174,37,1,visible_text
ELEGANT TAKT,12,2,visible_text
25/10/2024,10,1,visible_text
3702,4,1,visible_text
ACK/KA/RERA/1251/310/PR/110924/008496,37,1,visible_text
PRM/KA/RERA/1251/310/PR/180924/007033,37,1,visible_text
M/s. Emerald Haven Realty Limited,33,5,visible_text
CASCADIA BY TVS EMERALD,23,4,visible_text
31/08/2030,10,1,visible_text
31-08-2030,10,1,visible_text
3703,4,1,visible_text
ACK/KA/RERA/1251/310/PR/280824/008454,37,1,visible_text
PRM/KA/RERA/1251/310/PR/041024/007119,37,1,visible_text
AISHWARYA DEVELOPERS,20,2,visible_text
AISHWARYA GREEN HOMES,21,3,visible_text
3704,4,1,visible_text
ACK/KA/RERA/1251/446/PR/210824/008431,37,1,visible_text
PRM/KA/RERA/1251/446/PR/190924/007049,37,1,visible_text
SHUBANKARA DEVELOPERS,21,2,visible_text
INNOVATIVE PALACIA,18,2,visible_text
3705,4,1,visible_text
ACK/KA/RERA/1251/446/PR/100924/008493,37,1,visible_text
PRM/KA/RERA/1251/446/PR/051024/007123,37,1,visible_text
HIVE BY SUMADHURA,17,3,visible_text
3706,4,1,visible_text
ACK/KA/RERA/1251/446/PR/100924/008494,37,1,visible_text
PRM/KA/RERA/1251/446/PR/051024/007124,37,1,visible_text
NEXUS BY SUMADHURA,18,3,visible_text
15/02/2027,10,1,visible_text
15-02-2027,10,1,visible_text
3707,4,1,visible_text
ACK/KA/RERA/1251/472/PR/170924/008523,37,1,visible_text
PRM/KA/RERA/1251/472/PR/281024/007185,37,1,visible_text
HRS Sai Guru Developers LLP,27,5,visible_text
HRS Sai Guru Bliss Avenue,25,5,visible_text
14/02/2027,10,1,visible_text
14-02-2027,10,1,visible_text
3708,4,1,visible_text
ACK/KA/RERA/1251/309/PR/090924/008485,37,1,visible_text
PRM/KA/RERA/1251/309/PR/181024/007150,37,1,visible_text
Definer Properties Private Limited,34,4,visible_text
Definer Dolce Vita,18,3,visible_text
04/11/2029,10,1,visible_text
04-11-2029,10,1,visible_text
3709,4,1,visible_text
ACK/KA/RERA/1251/446/PR/180924/008526,37,1,visible_text
PRM/KA/RERA/1251/446/PR/051024/007134,37,1,visible_text
SAI GREENWOODS-PHASE2,21,2,visible_text
3710,4,1,visible_text
ACK/KA/RERA/1251/308/PR/030924/008468,37,1,visible_text
PRM/KA/RERA/1251/308/PR/270924/007096,37,1,visible_text
sv infra homes,14,3,visible_text
SKYLINE HAVEN,13,2,visible_text
3711,4,1,visible_text
ACK/KA/RERA/1251/310/PR/010924/008466,37,1,visible_text
PRM/KA/RERA/1251/310/PR/121124/007225,37,1,visible_text
PRADEEP KRISHNAPPA,18,2,visible_text
ATARAXIS,8,1,visible_text
3712,4,1,visible_text
ACK/KA/RERA/1251/309/PR/040924/008478,37,1,visible_text
PRM/KA/RERA/1251/309/PR/260924/007084,37,1,visible_text
Kalyani Tech Park Private Limited,33,5,visible_text
LivingTree by Kalyani Developers,32,4,visible_text
15/09/2029,10,1,visible_text
15-09-2029,10,1,visible_text
3713,4,1,visible_text
ACK/KA/RERA/1251/446/PR/120924/008507,37,1,visible_text
PRM/KA/RERA/1251/446/PR/041024/007120,37,1,visible_text
D.C.HI-RISE LLP,15,2,visible_text
D C CAPITOL PHASE – II,22,6,visible_text
3714,4,1,visible_text
ACK/KA/RERA/1251/446/PR/100924/008489,37,1,visible_text
PRM/KA/RERA/1251/446/PR/071124/007202,37,1,visible_text
Prestige White Meadows - Clover Leaf,36,6,visible_text
3715,4,1,visible_text
ACK/KA/RERA/1251/472/PR/200924/008535,37,1,visible_text
PRM/KA/RERA/1251/472/PR/251024/007176,37,1,visible_text
RANKA PROPERTIES PRIVATE LIMITED,32,4,visible_text
RANKA ANKURA,12,2,visible_text
3716,4,1,visible_text
ACK/KA/RERA/1251/308/PR/170924/008524,37,1,visible_text
PRM/KA/RERA/1251/308/PR/161024/007147,37,1,visible_text
Ellegenza Phase II,18,3,visible_text
16/10/2024,10,1,visible_text
3717,4,1,visible_text
ACK/KA/RERA/1251/308/PR/220924/008541,37,1,visible_text
PRM/KA/RERA/1251/308/PR/221024/007165,37,1,visible_text
SSY DEVELOPERS,14,2,visible_text
OASIS LAKEVIEW RESIDENCY,24,3,visible_text
3718,4,1,visible_text
ACK/KA/RERA/1251/446/PR/120924/008508,37,1,visible_text
PRM/KA/RERA/1251/446/PR/051024/007125,37,1,visible_text
SUMADHURA CAPITOL RESIDENCES,28,3,visible_text
3719,4,1,visible_text
ACK/KA/RERA/1251/310/PR/230924/008542,37,1,visible_text
PRM/KA/RERA/1251/310/PR/121124/007226,37,1,visible_text
VANSHIKA LIFE SPACES PRIVATE LIMITED,36,5,visible_text
VANSHIKA'S NATURE'S HARMONY,27,3,visible_text
3720,4,1,visible_text
ACK/KA/RERA/1251/446/PR/140924/008518,37,1,visible_text
PRM/KA/RERA/1251/446/PR/251024/007177,37,1,visible_text
GARUDA KINGSFORD,16,2,visible_text
Garuda kingsford,16,2,visible_text
20/09/2028,10,1,visible_text
20-09-2028,10,1,visible_text
3721,4,1,visible_text
ACK/KA/RERA/1251/308/PR/091024/008576,37,1,visible_text
PRM/KA/RERA/1251/308/PR/151124/007232,37,1,visible_text
SINOVIK DEVELOPERS,18,2,visible_text
SINOVIK NIRVANA,15,2,visible_text
3722,4,1,visible_text
ACK/KA/RERA/1251/446/PR/270924/008555,37,1,visible_text
PRM/KA/RERA/1251/446/PR/300924/007105,37,1,visible_text
GODREJ LAKESIDE ORCHARD,23,3,visible_text
30/09/2030,10,1,visible_text
30-09-2030,10,1,visible_text
3723,4,1,visible_text
ACK/KA/RERA/1251/446/PR/270924/008554,37,1,visible_text
PRM/KA/RERA/1251/446/PR/191024/007155,37,1,visible_text
SAKURA BLOSSOM (Prop : Madhu Kumar B S),39,8,visible_text
SAKURA BLOSSOM,14,2,visible_text
3724,4,1,visible_text
ACK/KA/RERA/1251/309/PR/031024/008564,37,1,visible_text
PRM/KA/RERA/1251/309/PR/301024/007195,37,1,visible_text
BCM INFRASTRUCTURE PRIVATE LIMITED,34,4,visible_text
BCM PANACHE,11,2,visible_text
03/03/2029,10,1,visible_text
03-03-2029,10,1,visible_text
3725,4,1,visible_text
ACK/KA/RERA/1251/310/PR/101024/008586,37,1,visible_text
PRM/KA/RERA/1251/310/PR/281024/007184,37,1,visible_text
AJMERA IRIS,11,2,visible_text
3726,4,1,visible_text
ACK/KA/RERA/1251/446/PR/151024/008592,37,1,visible_text
PRM/KA/RERA/1251/446/PR/071124/007203,37,1,visible_text
ADITHI ELYSIAN,14,2,visible_text
3727,4,1,visible_text
ACK/KA/RERA/1251/446/PR/171024/008594,37,1,visible_text
PRM/KA/RERA/1251/446/PR/241024/007170,37,1,visible_text
EL ROI,6,2,visible_text
3728,4,1,visible_text
ACK/KA/RERA/1251/308/PR/231024/008610,37,1,visible_text
PRM/KA/RERA/1251/308/PR/111124/007220,37,1,visible_text
SIGNATURE HEIGHTS,17,2,visible_text
The following is the List of applications Rejected in RERA Karnataka,68,11,visible_text
Total Projects: 853,19,3,visible_text
Click here to view List of applications Rejected,48,8,visible_text
The following is the List of applications Withdrawn/Revoked in RERA Karnataka,77,11,visible_text
Total Projects: 82,18,3,visible_text
Click here to view List of applications Withdrawn/Revoked,57,8,visible_text
List of Projects Applied for Project completion : 2542,54,9,visible_text
Click here to view List of Projects Applied for Project completion,66,11,visible_text
×,1,1,visible_text
Reach Us,8,2,visible_text
Address :,9,2,visible_text
"Karnataka Real Estate Regulatory Authority, 2nd floor, Silver Jubli Block, Unity Building, CSI Compound, 3rd Cross, Mission Road, Bengaluru, Karnataka - 560027",159,22,visible_text
PHONE :,7,2,visible_text
"080-22249798,22249799",21,1,visible_text
"080-41624455,41692244",21,1,visible_text
EMAIL :,7,2,visible_text
contact.krera@ka.gov.in,23,1,visible_text
Terms and Conditions,20,3,visible_text
Hyperlink Policy,16,2,visible_text
Privacy Policy,14,2,visible_text
Copyright Policy,16,2,visible_text
Important Websites,18,2,visible_text
Government of India,19,3,visible_text
Karnataka Housing Department,28,3,visible_text
Khajane II,10,2,visible_text
Visitors,8,1,visible_text
Total Visitors : 29455543,25,4,visible_text
Today's Count : 0002993,23,4,visible_text
Disclaimer : Please note that this page also provides links to the websites / web pages of Govt. Ministries/Departments/Organisations.The content of these websites are owned by the respective organisations and they may be contacted for any further information or suggestion,273,40,visible_text
"Designed and Developed by : RERA Karnataka ©2020, All Rights Reserved.",70,11,visible_text
contextmenu,11,1,javascript
"Due to security reason, This function has been disabled!!",57,9,javascript
Loading...,10,1,javascript
date-uk-desc,12,1,javascript
slow,4,1,javascript
date-uk-asc,11,1,javascript
"Due to security reason, Right click is not allowed!!",52,9,javascript
date-uk-pre,11,1,javascript
#loader,7,1,javascript
ErrorPage.html,14,1,javascript
myBtn,5,1,javascript
myBot,5,1,javascript
block,5,1,javascript
scrollHeight,12,1,javascript
none,4,1,javascript
scrollTop,9,1,javascript
Manjunath H N 35 / 39,21,6,javascript
OPERA STRUCTURES,16,2,javascript
SP Enclave,10,2,javascript
PR/KN/170905/001997,19,1,javascript
Siri Residential Layout,23,3,javascript
ACK/KA/RERA/1251/310/PR/010822/006203,37,1,javascript
PR/KN/170730/000441,19,1,javascript
ASHU RESIDENTIAL LAYOUT,23,3,javascript
SHIVAKUMAR S,12,2,javascript
ACK/KA/RERA/1273/318/PR/010223/006787,37,1,javascript
ACK/KA/RERA/1268/378/PR/300824/008459,37,1,javascript
SAKTI BUILDERS,14,2,javascript
ACK/KA/RERA/1251/310/PR/191107/003672,37,1,javascript
PR/KN/170901/001949,19,1,javascript
PRM/KA/RERA/1257/334/PR/180905/002001,37,1,javascript
ACK/KA/RERA/1257/478/PR/160424/008049,37,1,javascript
ACK/KA/RERA/1251/309/PR/180507/002232,37,1,javascript
Ubernest Developers LLP,23,3,javascript
ACK/KA/RERA/1250/303/PR/180829/002584,37,1,javascript
ADITYA PROPERTIES,17,2,javascript
PRM/KA/RERA/1251/308/PR/120522/004880,37,1,javascript
V2 Vishanth,11,2,javascript
PRM/KA/RERA/1266/390/PR/161023/006322,37,1,javascript
PR/KN/170823/001418,19,1,javascript
SHREEDHAR ACHAR,15,2,javascript
ACK/KA/RERA/1273/318/PR/180630/002411,37,1,javascript
PRM/KA/RERA/1250/303/PR/301223/006525,37,1,javascript
PR/KN/170831/001784,19,1,javascript
Channesh layout,15,2,javascript
PRM/KA/RERA/1268/378/PR/200103/003106,37,1,javascript
PR/KN/171229/002591,19,1,javascript
Navavedam Ventures Pvt Ltd,26,4,javascript
VIAANA APARTMENTS,17,2,javascript
Mokanro Realty Pvt Ltd,22,4,javascript
Daintree,8,1,javascript
ACK/KA/RERA/1249/367/PR/200928/004260,37,1,javascript
ELV Grace,9,2,javascript
ACK/KA/RERA/1258/409/PR/110422/005842,37,1,javascript
Sowparnika Flamenco,19,2,javascript
RAMKY ONE NORTH PHASE-4,23,4,javascript
VINAYAKA ENCLAVE,16,2,javascript
PR/KN/170802/001017,19,1,javascript
S2 VIOLET,9,2,javascript
AHAD CITY EXTENSION-1,21,3,javascript
PRM/KA/RERA/1251/446/PR/180728/001961,37,1,javascript
PRM/KA/RERA/1263/419/PR/191116/003010,37,1,javascript
Sri Lakshmi Vallabha Constructions,34,4,javascript
PRM/KA/RERA/1251/309/PR/180120/001566,37,1,javascript
List Of All Projects,20,4,javascript
Harinandan,10,1,javascript
PRM/KA/RERA/1251/309/PR/220726/005102,37,1,javascript
GODAVARI APARTMENT,18,2,javascript
ACK/KA/RERA/1260/418/PR/221221/006649,37,1,javascript
ACK/KA/RERA/1251/310/PR/180702/002414,37,1,javascript
Provident Equinox 3,19,3,javascript
Thudar Commercial Center,24,3,javascript
Karthik Shetty,14,2,javascript
Y.S.Balakrishna Rao,19,2,javascript
PRM/KA/RERA/1251/310/PR/190525/002579,37,1,javascript
ACK/KA/RERA/1267/484/PR/290322/005812,37,1,javascript
PR/KN/170831/001888,19,1,javascript
Green Valley Developers,23,3,javascript
PR/KN/170831/001665,19,1,javascript
Vijayalakshmi Infrastructure Developers,39,3,javascript
Vijya layout,12,2,javascript
Vajram Estates Private Limited,30,4,javascript
ACK/KA/RERA/1251/446/PR/190622/003372,37,1,javascript
SOMAYAJI ENCLAVE,16,2,javascript
PRM/KA/RERA/1250/304/PR/171014/001220,37,1,javascript
Shriram WYT Field -2,20,4,javascript
ACK/KA/RERA/1258/404/PR/140622/006045,37,1,javascript
ACK/KA/RERA/1267/484/PR/210128/004561,37,1,javascript
ACK/KA/RERA/1267/374/PR/210304/004770,37,1,javascript
PRM/KA/RERA/1249/369/PR/240724/006949,37,1,javascript
ACK/KA/RERA/1251/309/PR/080923/007425,37,1,javascript
GRAND GANDHARVA,15,2,javascript
PR/KN/170731/000518,19,1,javascript
Athmanandhasagara 5A,20,2,javascript
MAGNUM,6,1,javascript
Mayakonda layout,16,2,javascript
ACK/KA/RERA/1257/334/PR/161123/007598,37,1,javascript
Eastern Hills Phase 2,21,4,javascript
PRM/KA/RERA/1271/486/PR/200205/003241,37,1,javascript
LGCL HAPPY DAYS - Phase 2,25,6,javascript
PRM/KA/RERA/1250/304/PR/041223/006447,37,1,javascript
Urbanrise Classic Homes Private Limited,39,5,javascript
Right Properties INc,20,3,javascript
ACK/KA/RERA/1251/446/PR/070823/007348,37,1,javascript
PRM/KA/RERA/1250/303/PR/180424/006795,37,1,javascript
B Konda Reddy,13,3,javascript
SAI SIRI VENTURES,17,3,javascript
SRI RAMAA NILAYA,16,3,javascript
ACK/KA/RERA/1251/310/PR/210405/004887,37,1,javascript
PRM/KA/RERA/1251/308/PR/200103/003137,37,1,javascript
JAY PARSHWA SIGNATURE,21,3,javascript
PRM/KA/RERA/1251/309/PR/180313/002625,37,1,javascript
ACK/KA/RERA/1251/310/PR/181011/002710,37,1,javascript
SAI KALYANI SEA SHELL,21,4,javascript
Gardens of Delight,18,3,javascript
ACK/KA/RERA/1251/446/PR/190201/003008,37,1,javascript
ACK/KA/RERA/1273/318/PR/070524/008120,37,1,javascript
PRM/KA/RERA/1250/303/PR/230623/006018,37,1,javascript
SUNDAR RESIDENCY,16,2,javascript
ACK/KA/RERA/1273/318/PR/211122/006543,37,1,javascript
PRM/KA/RERA/1251/310/PR/300724/006953,37,1,javascript
PR/KN/170731/000433,19,1,javascript
ACK/KA/RERA/1249/447/PR/210121/004533,37,1,javascript
ACK/KA/RERA/1251/472/PR/190622/003373,37,1,javascript
ALLEGRO AUREUS,14,2,javascript
PRM/KA/RERA/1251/446/PR/030824/006956,37,1,javascript
AACO ACURA,10,2,javascript
PLATINA,7,1,javascript
PR/KN/170829/001586,19,1,javascript
COSMOS REALTY &amp; LEISURE PRIVATE LIMITED,43,6,javascript
